"candidate_number","block_A00","block_A01","block_B00","block_C00","block_D01"
"19003448",-1.00,-1.00,-1.00,23.25,17.05
"19003449",-1.00,-1.00,-1.00,19.25,14.80
"19003450",-1.00,-1.00,-1.00,27.25,24.10
"19003451",-1.00,-1.00,-1.00,26.75,23.20
"19003452",-1.00,-1.00,-1.00,23.50,17.15
"19003453",-1.00,-1.00,-1.00,22.50,14.70
"19003454",-1.00,-1.00,-1.00,26.50,23.20
"19003455",-1.00,-1.00,-1.00,23.75,18.70
"19003456",23.45,26.05,21.20,-1.00,24.80
"19003457",-1.00,-1.00,-1.00,24.00,20.15
"19003458",-1.00,-1.00,-1.00,22.50,20.35
"19003459",-1.00,-1.00,-1.00,22.00,20.30
"19003460",-1.00,-1.00,-1.00,21.00,17.50
"19003461",-1.00,-1.00,-1.00,23.00,20.15
"19003462",-1.00,-1.00,-1.00,21.25,17.15
"19003463",-1.00,-1.00,-1.00,28.25,23.25
"19003464",-1.00,-1.00,-1.00,25.25,20.70
"19003465",-1.00,-1.00,-1.00,25.25,20.25
"19003466",-1.00,-1.00,-1.00,23.25,20.25
"19003467",-1.00,-1.00,-1.00,20.25,16.30
"19003468",-1.00,-1.00,-1.00,24.50,19.90
"19003469",-1.00,-1.00,-1.00,22.00,15.80
"19003470",-1.00,-1.00,-1.00,24.00,20.85
"19003471",-1.00,-1.00,-1.00,24.25,20.05
"19003472",-1.00,-1.00,-1.00,27.25,22.15
"19003473",-1.00,-1.00,-1.00,27.75,20.45
"19003474",-1.00,-1.00,-1.00,22.25,17.40
"19003475",-1.00,-1.00,-1.00,22.00,19.05
"19003476",-1.00,-1.00,-1.00,23.25,17.65
"19003477",-1.00,-1.00,-1.00,23.00,17.40
"19003478",-1.00,-1.00,-1.00,23.75,17.05
"19003479",-1.00,-1.00,-1.00,18.50,16.95
"19003480",-1.00,-1.00,-1.00,22.25,17.30
"19003481",-1.00,-1.00,-1.00,21.50,18.40
"19003482",-1.00,-1.00,-1.00,12.00,16.00
"19003483",-1.00,-1.00,-1.00,21.75,16.65
"19003484",24.25,22.00,22.50,-1.00,22.75
"19003485",19.55,22.40,15.55,-1.00,21.65
"19003486",-1.00,-1.00,-1.00,23.50,20.60
"19003487",-1.00,-1.00,-1.00,21.50,18.10
"19003488",-1.00,-1.00,-1.00,26.00,21.10
"19003489",-1.00,-1.00,-1.00,23.00,20.45
"19003490",-1.00,-1.00,-1.00,23.25,21.85
"19003491",-1.00,-1.00,-1.00,26.75,21.50
"19003492",-1.00,-1.00,-1.00,20.00,19.05
"19003493",-1.00,-1.00,-1.00,23.25,18.30
"19003494",-1.00,-1.00,-1.00,23.25,21.90
"19003495",-1.00,-1.00,-1.00,23.25,19.50
"19003496",21.30,17.80,25.05,-1.00,20.80
"19003497",-1.00,-1.00,-1.00,24.00,20.60
"19003498",-1.00,-1.00,-1.00,21.25,19.85
"19003499",-1.00,-1.00,-1.00,22.50,21.75
"19003500",-1.00,-1.00,-1.00,16.00,13.25
"19003501",-1.00,-1.00,-1.00,17.50,16.30
"19003502",-1.00,-1.00,-1.00,26.75,23.75
"19003503",-1.00,-1.00,-1.00,20.75,18.00
"19003504",-1.00,-1.00,-1.00,25.75,22.10
"19003505",-1.00,-1.00,-1.00,22.25,17.90
"19003506",-1.00,-1.00,-1.00,24.25,20.15
"19003507",-1.00,-1.00,-1.00,23.00,16.60
"19003508",-1.00,-1.00,-1.00,24.75,18.55
"19003509",-1.00,-1.00,-1.00,22.75,20.20
"19003510",-1.00,-1.00,-1.00,22.50,21.35
"19003511",-1.00,-1.00,-1.00,23.00,17.35
"19003512",-1.00,-1.00,-1.00,24.75,20.80
"19003513",23.55,21.75,25.30,-1.00,22.00
"19003514",-1.00,-1.00,-1.00,22.00,17.00
"19003515",-1.00,-1.00,-1.00,25.50,20.10
"19003516",-1.00,-1.00,-1.00,25.25,18.50
"19003517",-1.00,-1.00,-1.00,24.75,20.50
"19003518",-1.00,-1.00,-1.00,25.50,23.45
"19003519",-1.00,-1.00,-1.00,24.25,20.00
"19003520",-1.00,-1.00,-1.00,23.75,21.25
"19003521",-1.00,-1.00,-1.00,23.50,18.70
"19003522",-1.00,-1.00,-1.00,25.75,17.65
"19003523",-1.00,-1.00,-1.00,27.00,25.50
"19003524",-1.00,-1.00,-1.00,22.75,18.10
"19003525",-1.00,-1.00,-1.00,23.25,19.85
"19003526",-1.00,-1.00,-1.00,21.00,16.10
"19003527",-1.00,-1.00,-1.00,23.00,19.60
"19003528",-1.00,-1.00,-1.00,22.00,20.35
"19003529",-1.00,-1.00,-1.00,22.25,20.10
"19003530",-1.00,-1.00,-1.00,22.75,21.25
"19003531",-1.00,-1.00,-1.00,19.75,18.00
"19003532",-1.00,-1.00,-1.00,16.50,16.10
"19003533",-1.00,-1.00,-1.00,20.50,18.35
"19003534",-1.00,-1.00,-1.00,20.75,17.20
"19003535",-1.00,-1.00,-1.00,22.25,21.60
"19003536",-1.00,-1.00,-1.00,26.25,23.35
"19003537",-1.00,-1.00,-1.00,23.75,22.40
"19003538",-1.00,-1.00,-1.00,27.25,23.20
"19003539",-1.00,-1.00,-1.00,17.75,14.70
"19003540",-1.00,-1.00,-1.00,20.50,17.80
"19003541",23.90,21.55,19.65,-1.00,20.30
"19003542",-1.00,-1.00,-1.00,25.25,17.90
"19003543",-1.00,-1.00,-1.00,24.75,22.20
"19003544",-1.00,-1.00,-1.00,25.50,22.90
"19003545",-1.00,-1.00,-1.00,21.50,21.15
"19003546",-1.00,-1.00,-1.00,20.50,17.40
"19003547",-1.00,-1.00,-1.00,26.50,19.95
"19003548",-1.00,-1.00,-1.00,26.00,21.60
"19003549",-1.00,-1.00,-1.00,23.50,21.60
"19003550",-1.00,-1.00,-1.00,20.75,17.60
"19003551",-1.00,-1.00,-1.00,23.00,20.05
"19003552",-1.00,-1.00,-1.00,27.25,23.10
"19003553",-1.00,-1.00,-1.00,23.00,19.40
"19003554",-1.00,-1.00,-1.00,20.50,19.85
"19003555",-1.00,-1.00,-1.00,19.00,17.15
"19003556",-1.00,-1.00,-1.00,17.75,16.70
"19003557",-1.00,-1.00,-1.00,22.25,17.05
"19003558",-1.00,-1.00,-1.00,26.75,21.65
"19003559",-1.00,-1.00,-1.00,24.25,22.80
"19003560",-1.00,-1.00,-1.00,24.50,20.90
"19003561",-1.00,-1.00,-1.00,21.75,18.60
"19003562",-1.00,-1.00,-1.00,20.75,18.15
"19003563",-1.00,-1.00,-1.00,24.50,21.20
"19003564",-1.00,-1.00,-1.00,25.00,21.00
"19003565",-1.00,-1.00,-1.00,26.00,20.85
"19003566",-1.00,-1.00,-1.00,25.75,22.90
"19003567",-1.00,-1.00,-1.00,23.75,19.10
"19003568",-1.00,-1.00,-1.00,24.75,20.20
"19003569",-1.00,-1.00,-1.00,25.00,19.85
"19003570",-1.00,-1.00,-1.00,21.00,19.10
"19003571",-1.00,-1.00,-1.00,24.25,20.90
"19003572",-1.00,-1.00,-1.00,16.25,14.10
"19003573",-1.00,-1.00,-1.00,21.50,18.40
"19003574",-1.00,-1.00,-1.00,22.25,19.40
"19003575",-1.00,-1.00,-1.00,24.00,18.05
"19003576",-1.00,-1.00,-1.00,21.50,16.85
"19003577",-1.00,-1.00,-1.00,23.50,19.00
"19003578",-1.00,-1.00,-1.00,23.00,21.00
"19003579",-1.00,-1.00,-1.00,22.25,17.65
"19003580",-1.00,-1.00,-1.00,26.00,20.00
"19003581",-1.00,-1.00,-1.00,23.75,19.20
"19003582",-1.00,-1.00,-1.00,24.50,21.40
"19003583",-1.00,-1.00,-1.00,25.00,18.80
"19003584",-1.00,-1.00,-1.00,26.75,24.50
"19003585",-1.00,-1.00,-1.00,25.00,21.85
"19003586",-1.00,-1.00,-1.00,26.50,20.85
"19003587",-1.00,-1.00,-1.00,26.25,26.10
"19003588",-1.00,-1.00,-1.00,23.00,18.05
"19003589",-1.00,-1.00,-1.00,24.75,15.25
"19003590",-1.00,-1.00,-1.00,23.50,19.25
"19003591",-1.00,-1.00,-1.00,23.00,18.75
"19003592",-1.00,-1.00,-1.00,24.50,20.20
"19003593",-1.00,-1.00,-1.00,24.25,19.45
"19003594",-1.00,-1.00,-1.00,20.00,18.10
"19003595",-1.00,-1.00,-1.00,20.00,19.30
"19003596",-1.00,-1.00,-1.00,22.50,19.60
"19003597",-1.00,-1.00,-1.00,17.50,18.05
"19003598",-1.00,-1.00,-1.00,21.00,17.45
"19003599",-1.00,-1.00,-1.00,23.25,15.80
"19003600",-1.00,-1.00,-1.00,22.50,18.00
"19003601",-1.00,-1.00,-1.00,17.50,14.60
"19003602",-1.00,-1.00,-1.00,21.50,16.85
"19003603",-1.00,-1.00,-1.00,24.50,20.30
"19003604",-1.00,-1.00,-1.00,24.50,24.25
"19003605",23.95,22.70,23.70,-1.00,23.20
"19003606",-1.00,-1.00,-1.00,25.75,21.00
"19003607",-1.00,-1.00,-1.00,23.75,19.80
"19003608",-1.00,-1.00,-1.00,19.50,18.75
"19003609",-1.00,-1.00,-1.00,23.00,17.15
"19003610",-1.00,-1.00,-1.00,23.25,16.30
"19003611",-1.00,-1.00,-1.00,16.25,14.35
"19003612",-1.00,-1.00,-1.00,18.50,17.00
"19003613",-1.00,-1.00,-1.00,23.25,18.20
"19003614",-1.00,-1.00,-1.00,23.00,17.55
"19003615",-1.00,-1.00,-1.00,22.75,19.05
"19003616",25.40,21.70,24.15,-1.00,21.20
"19003617",-1.00,-1.00,-1.00,23.00,21.00
"19003618",-1.00,-1.00,-1.00,25.75,21.45
"19003619",-1.00,-1.00,-1.00,23.50,21.95
"19003620",-1.00,-1.00,-1.00,23.25,19.15
"19003621",-1.00,-1.00,-1.00,23.75,16.55
"19003622",-1.00,-1.00,-1.00,23.25,18.70
"19003623",-1.00,-1.00,-1.00,24.75,21.30
"19003624",-1.00,-1.00,-1.00,23.50,19.45
"19003625",-1.00,-1.00,-1.00,23.25,17.55
"19003626",-1.00,-1.00,-1.00,23.25,17.75
"19003627",-1.00,-1.00,-1.00,17.25,15.70
"19003628",-1.00,-1.00,-1.00,23.75,20.70
"19003629",-1.00,-1.00,-1.00,26.50,20.75
"19003630",-1.00,-1.00,-1.00,26.50,22.90
"19003631",-1.00,-1.00,-1.00,22.00,18.65
"19003632",-1.00,-1.00,-1.00,18.25,17.60
"19003633",-1.00,-1.00,-1.00,20.50,17.35
"19003634",-1.00,-1.00,-1.00,26.00,20.40
"19003635",24.75,22.40,23.25,-1.00,19.90
"19003636",-1.00,-1.00,-1.00,27.00,19.30
"19003637",-1.00,-1.00,-1.00,19.25,16.30
"19003638",-1.00,-1.00,-1.00,23.75,20.15
"19003639",-1.00,-1.00,-1.00,20.00,17.05
"19003640",-1.00,-1.00,-1.00,26.00,20.65
"19003641",-1.00,-1.00,-1.00,21.25,19.05
"19003642",-1.00,-1.00,-1.00,24.75,21.85
"19003643",-1.00,-1.00,-1.00,22.50,17.55
"19003644",-1.00,-1.00,-1.00,26.75,24.75
"19003645",-1.00,-1.00,-1.00,24.50,22.35
"19003646",-1.00,-1.00,-1.00,23.50,22.50
"19003647",-1.00,-1.00,-1.00,25.50,21.45
"19003648",-1.00,-1.00,-1.00,23.50,20.60
"19003649",-1.00,-1.00,-1.00,23.00,18.65
"19003650",-1.00,-1.00,-1.00,21.25,17.80
"19003651",-1.00,-1.00,-1.00,23.50,18.15
"19003652",-1.00,-1.00,-1.00,22.00,15.80
"19003653",-1.00,-1.00,-1.00,22.50,16.65
"19003654",-1.00,-1.00,-1.00,19.00,14.65
"19003655",-1.00,-1.00,-1.00,21.25,17.55
"19003656",-1.00,-1.00,-1.00,23.25,18.45
"19003657",-1.00,-1.00,-1.00,25.75,21.55
"19003658",-1.00,-1.00,-1.00,28.25,23.25
"19003659",-1.00,-1.00,-1.00,17.75,15.70
"19003660",-1.00,-1.00,-1.00,21.50,18.20
"19003661",-1.00,-1.00,-1.00,27.75,21.90
"19003662",-1.00,-1.00,-1.00,18.75,15.75
"19003663",-1.00,-1.00,-1.00,22.50,19.70
"19003664",-1.00,-1.00,-1.00,28.25,22.85
"19003665",-1.00,-1.00,-1.00,25.25,22.70
"19003666",-1.00,-1.00,-1.00,21.75,20.30
"19003667",-1.00,-1.00,-1.00,22.25,17.40
"19003668",25.15,21.35,24.40,-1.00,21.10
"19003669",-1.00,-1.00,-1.00,22.50,18.15
"19003670",-1.00,-1.00,-1.00,23.00,18.65
"19003671",-1.00,-1.00,-1.00,21.00,15.00
"19003672",-1.00,-1.00,-1.00,25.75,22.15
"19003673",-1.00,-1.00,-1.00,25.50,19.50
"19003674",-1.00,-1.00,-1.00,24.50,19.20
"19003675",-1.00,-1.00,-1.00,22.25,17.70
"19003676",-1.00,-1.00,-1.00,27.50,19.55
"19003677",-1.00,-1.00,-1.00,26.25,24.75
"19003678",-1.00,-1.00,-1.00,24.75,18.75
"19003679",-1.00,-1.00,-1.00,24.25,21.05
"19003680",-1.00,-1.00,-1.00,24.00,17.85
"19003681",-1.00,-1.00,-1.00,25.00,19.90
"19003682",-1.00,-1.00,-1.00,22.75,18.25
"19003683",-1.00,-1.00,-1.00,23.75,21.50
"19003684",-1.00,-1.00,-1.00,23.75,19.15
"19003685",-1.00,-1.00,-1.00,29.00,22.15
"19003686",-1.00,-1.00,-1.00,22.75,17.95
"19003687",-1.00,-1.00,-1.00,23.00,18.10
"19003688",-1.00,-1.00,-1.00,24.00,18.45
"19003689",-1.00,-1.00,-1.00,23.50,17.35
"19003690",-1.00,-1.00,-1.00,26.00,20.50
"19003691",-1.00,-1.00,-1.00,24.50,21.20
"19003692",-1.00,-1.00,-1.00,26.25,22.70
"19003693",-1.00,-1.00,-1.00,23.75,18.85
"19003694",-1.00,-1.00,-1.00,25.00,23.25
"19003695",-1.00,-1.00,-1.00,26.75,23.50
"19003696",-1.00,-1.00,-1.00,21.25,15.95
"19003697",24.60,21.60,21.85,-1.00,20.35
"19003698",-1.00,-1.00,-1.00,20.50,13.25
"19003699",-1.00,-1.00,-1.00,26.25,26.00
"19003700",-1.00,-1.00,-1.00,20.25,18.30
"19003701",-1.00,-1.00,-1.00,21.75,16.65
"19003702",-1.00,-1.00,-1.00,20.75,17.80
"19003704",-1.00,-1.00,-1.00,26.25,23.60
"19003705",-1.00,-1.00,-1.00,18.50,15.40
"19003706",-1.00,-1.00,-1.00,20.50,16.85
"19003707",-1.00,-1.00,-1.00,22.50,20.65
"19003708",-1.00,-1.00,-1.00,19.50,16.65
"19003709",-1.00,-1.00,-1.00,22.75,16.75
"19003710",-1.00,-1.00,-1.00,21.25,20.10
"19003711",-1.00,-1.00,-1.00,22.50,20.10
"19003712",-1.00,-1.00,-1.00,24.25,19.35
"19003713",18.35,18.40,18.35,-1.00,18.40
"19003714",-1.00,-1.00,-1.00,22.00,17.50
"19003715",-1.00,-1.00,-1.00,25.00,20.65
"19003716",-1.00,-1.00,-1.00,21.75,18.30
"19003717",-1.00,-1.00,-1.00,25.00,20.80
"19003718",-1.00,-1.00,-1.00,24.50,20.80
"19003719",-1.00,-1.00,-1.00,21.25,19.80
"19003720",-1.00,-1.00,-1.00,19.75,16.80
"19003721",-1.00,-1.00,-1.00,22.25,19.80
"19003722",-1.00,-1.00,-1.00,21.00,20.30
"19003723",-1.00,-1.00,-1.00,19.75,15.45
"19003724",-1.00,-1.00,-1.00,17.75,17.75
"19003725",25.00,21.20,22.00,-1.00,18.70
"19003726",-1.00,-1.00,-1.00,20.75,17.70
"19003727",-1.00,-1.00,-1.00,22.75,17.15
"19003728",-1.00,-1.00,-1.00,27.00,21.20
"19003729",-1.00,-1.00,-1.00,25.00,19.10
"19003730",-1.00,-1.00,-1.00,24.00,18.10
"19003731",-1.00,-1.00,-1.00,28.50,22.10
"19003732",-1.00,-1.00,-1.00,20.25,16.40
"19003733",-1.00,-1.00,-1.00,21.25,14.25
"19003734",-1.00,-1.00,-1.00,20.50,17.50
"19003735",-1.00,-1.00,-1.00,22.75,16.45
"19003736",-1.00,-1.00,-1.00,23.50,18.40
"19003737",-1.00,-1.00,-1.00,21.25,13.75
"19003738",-1.00,-1.00,-1.00,22.75,16.75
"19003739",-1.00,-1.00,-1.00,21.75,14.30
"19003740",-1.00,-1.00,-1.00,19.50,14.65
"19003741",-1.00,-1.00,-1.00,20.75,21.10
"19003742",-1.00,-1.00,-1.00,22.50,19.30
"19003743",-1.00,-1.00,-1.00,20.75,14.45
"19003744",-1.00,-1.00,-1.00,26.25,18.65
"19003745",-1.00,-1.00,-1.00,19.25,18.30
"19003746",-1.00,-1.00,-1.00,25.75,18.45
"19003747",-1.00,-1.00,-1.00,24.75,21.40
"19003748",-1.00,-1.00,-1.00,21.25,20.35
"19003749",-1.00,-1.00,-1.00,23.00,22.55
"19003750",-1.00,-1.00,-1.00,22.25,18.75
"19003751",-1.00,-1.00,-1.00,25.00,19.80
"19003752",-1.00,-1.00,-1.00,24.50,21.85
"19003753",-1.00,-1.00,-1.00,24.50,20.95
"19003754",-1.00,-1.00,-1.00,24.50,23.60
"19003755",-1.00,-1.00,-1.00,24.50,21.85
"19003756",-1.00,-1.00,-1.00,23.75,21.15
"19003757",-1.00,-1.00,-1.00,21.50,19.20
"19003758",-1.00,-1.00,-1.00,24.75,20.10
"19003759",-1.00,-1.00,-1.00,21.50,18.50
"19003760",-1.00,-1.00,-1.00,25.75,21.35
"19003761",-1.00,-1.00,-1.00,23.25,19.35
"19003762",-1.00,-1.00,-1.00,19.75,-1.00
"19003763",-1.00,-1.00,-1.00,24.00,-1.00
"19003764",24.35,20.50,22.60,-1.00,20.25
"19003765",15.20,17.65,16.45,-1.00,20.65
"19003766",-1.00,-1.00,-1.00,17.50,-1.00
"19003767",-1.00,-1.00,-1.00,20.00,23.20
"19003768",21.85,20.65,21.35,-1.00,22.65
"19003769",-1.00,-1.00,-1.00,28.50,20.75
"19003770",18.95,14.75,19.70,-1.00,17.50
"19003771",-1.00,-1.00,-1.00,20.75,21.75
"19003772",19.50,19.80,20.50,-1.00,21.05
"19003773",19.50,20.25,18.50,-1.00,21.25
"19003774",-1.00,-1.00,-1.00,18.00,19.55
"19003775",20.45,19.45,17.45,-1.00,18.20
"19003776",-1.00,-1.00,-1.00,25.75,-1.00
"19003777",-1.00,-1.00,-1.00,23.50,-1.00
"19003778",-1.00,-1.00,-1.00,28.25,15.65
"19003779",24.80,19.25,22.30,-1.00,17.00
"19003780",21.70,19.15,21.70,-1.00,19.65
"19003781",-1.00,-1.00,-1.00,18.25,19.40
"19003782",-1.00,-1.00,-1.00,20.25,24.60
"19003783",-1.00,-1.00,-1.00,22.25,22.20
"19003784",-1.00,-1.00,-1.00,23.25,25.85
"19003785",-1.00,-1.00,-1.00,24.50,17.65
"19003786",21.20,18.65,18.95,-1.00,18.65
"19003787",20.30,17.80,23.30,-1.00,21.05
"19003788",20.50,16.50,19.25,-1.00,17.00
"19003789",-1.00,-1.00,-1.00,24.25,23.05
"19003790",23.65,21.20,22.90,-1.00,21.45
"19003791",-1.00,-1.00,-1.00,24.50,-1.00
"19003792",-1.00,-1.00,-1.00,19.25,-1.00
"19003793",22.25,23.55,20.50,-1.00,22.55
"19003794",17.40,19.05,18.90,-1.00,21.80
"19003795",-1.00,-1.00,-1.00,26.00,-1.00
"19003796",-1.00,-1.00,-1.00,23.25,-1.00
"19003797",-1.00,-1.00,-1.00,26.00,25.50
"19003798",-1.00,-1.00,-1.00,23.00,22.50
"19003799",23.95,23.30,21.70,-1.00,23.30
"19003800",20.30,16.85,24.05,-1.00,19.85
"19003801",-1.00,-1.00,-1.00,21.75,-1.00
"19003802",19.80,17.60,23.30,-1.00,21.85
"19003803",25.65,23.85,23.90,-1.00,22.85
"19003804",21.20,19.65,21.20,-1.00,22.90
"19003805",-1.00,-1.00,-1.00,22.25,23.75
"19003806",15.85,16.95,17.10,-1.00,18.70
"19003807",-1.00,-1.00,-1.00,22.50,20.55
"19003808",23.95,21.75,25.45,-1.00,23.75
"19003809",8.75,12.90,11.50,-1.00,18.15
"19003810",-1.00,-1.00,-1.00,22.50,26.50
"19003811",21.10,20.15,20.60,-1.00,21.90
"19003812",21.20,20.50,22.45,-1.00,23.00
"19003813",-1.00,-1.00,-1.00,25.75,25.30
"19003814",-1.00,-1.00,-1.00,24.75,-1.00
"19003815",25.10,22.05,25.85,-1.00,24.30
"19003816",-1.00,-1.00,-1.00,21.50,21.65
"19003817",-1.00,-1.00,-1.00,24.00,-1.00
"19003818",23.55,23.80,21.30,-1.00,23.55
"19003819",-1.00,-1.00,-1.00,20.50,-1.00
"19003820",-1.00,-1.00,-1.00,21.75,22.10
"19003821",-1.00,-1.00,-1.00,27.75,26.30
"19003822",-1.00,-1.00,-1.00,23.25,24.25
"19003823",24.70,22.35,21.95,-1.00,21.85
"19003824",20.15,19.10,19.40,-1.00,19.85
"19003825",-1.00,-1.00,-1.00,23.75,-1.00
"19003826",-1.00,-1.00,-1.00,22.75,26.10
"19003827",-1.00,-1.00,-1.00,25.00,23.75
"19003828",-1.00,-1.00,-1.00,24.50,-1.00
"19003829",22.75,21.80,23.00,-1.00,24.55
"19003830",-1.00,-1.00,-1.00,24.75,24.50
"19003831",-1.00,-1.00,-1.00,24.50,23.80
"19003832",-1.00,-1.00,-1.00,26.50,26.10
"19003833",-1.00,-1.00,-1.00,23.25,24.25
"19003834",-1.00,-1.00,-1.00,23.50,-1.00
"19003835",-1.00,-1.00,-1.00,22.00,23.95
"19003836",22.00,21.70,19.50,-1.00,21.95
"19003837",22.10,21.50,22.35,-1.00,22.50
"19003838",-1.00,-1.00,-1.00,21.25,-1.00
"19003839",-1.00,-1.00,-1.00,18.75,-1.00
"19003840",17.60,19.80,18.35,-1.00,24.80
"19003841",-1.00,-1.00,-1.00,21.75,-1.00
"19003842",22.15,18.40,21.65,-1.00,19.40
"19003843",-1.00,-1.00,-1.00,21.25,22.90
"19003844",18.70,17.05,20.20,-1.00,22.30
"19003845",-1.00,-1.00,-1.00,23.00,25.90
"19003846",-1.00,-1.00,-1.00,20.50,21.90
"19003847",25.90,21.90,21.90,-1.00,20.40
"19003848",24.65,21.75,23.40,-1.00,20.00
"19003849",-1.00,-1.00,-1.00,20.50,-1.00
"19003850",25.10,23.55,24.85,-1.00,21.05
"19003851",22.20,20.85,21.20,-1.00,21.85
"19003852",24.05,22.20,22.30,-1.00,21.20
"19003853",24.25,21.20,22.50,-1.00,20.20
"19003854",-1.00,-1.00,-1.00,21.50,23.90
"19003855",-1.00,-1.00,-1.00,27.00,-1.00
"19003856",-1.00,-1.00,-1.00,26.25,-1.00
"19003857",21.95,23.90,20.20,-1.00,22.40
"19003858",-1.00,-1.00,-1.00,28.00,25.85
"19003859",24.75,23.05,19.75,-1.00,21.80
"19003860",27.00,22.10,22.25,-1.00,19.10
"19003861",-1.00,-1.00,-1.00,21.00,-1.00
"19003862",24.20,18.65,23.45,-1.00,17.65
"19003863",25.95,21.65,24.95,-1.00,19.65
"19003864",-1.00,-1.00,-1.00,26.50,26.90
"19003865",-1.00,-1.00,-1.00,25.50,-1.00
"19003866",-1.00,-1.00,-1.00,24.25,-1.00
"19003867",16.10,18.40,15.35,-1.00,22.65
"19003868",21.05,23.85,19.30,-1.00,24.10
"19003869",-1.00,-1.00,-1.00,21.75,-1.00
"19003870",-1.00,-1.00,-1.00,27.50,27.50
"19003871",-1.00,-1.00,-1.00,22.75,-1.00
"19003872",-1.00,-1.00,-1.00,22.50,22.75
"19003873",22.90,21.55,20.65,-1.00,24.05
"19003874",-1.00,-1.00,-1.00,23.00,22.90
"19003875",-1.00,-1.00,-1.00,26.00,25.10
"19003876",-1.00,-1.00,-1.00,23.25,-1.00
"19003877",-1.00,-1.00,-1.00,21.25,-1.00
"19003878",26.00,23.40,23.50,-1.00,23.15
"19003879",25.05,23.10,21.30,-1.00,23.35
"19003880",16.20,16.10,15.95,-1.00,18.85
"19003881",25.95,23.10,22.95,-1.00,22.10
"19003882",25.60,23.75,22.60,-1.00,21.25
"19003883",23.75,20.25,20.75,-1.00,20.25
"19003884",-1.00,-1.00,-1.00,23.00,-1.00
"19003885",-1.00,-1.00,-1.00,25.00,23.00
"19003886",-1.00,-1.00,-1.00,23.75,23.85
"19003887",23.60,19.70,20.35,-1.00,18.70
"19003888",-1.00,-1.00,-1.00,22.25,24.70
"19003889",-1.00,-1.00,-1.00,25.00,21.15
"19003890",-1.00,-1.00,-1.00,24.25,22.35
"19003891",-1.00,-1.00,-1.00,25.00,25.45
"19003892",-1.00,-1.00,-1.00,29.00,24.75
"19003893",-1.00,-1.00,-1.00,22.00,21.20
"19003894",-1.00,-1.00,-1.00,23.75,22.90
"19003895",19.75,16.75,18.75,-1.00,18.00
"19003896",-1.00,-1.00,-1.00,24.75,-1.00
"19003897",-1.00,-1.00,-1.00,24.00,23.75
"19003898",-1.00,-1.00,-1.00,21.75,23.70
"19003899",25.10,27.00,22.35,-1.00,27.50
"19003900",25.50,23.40,23.00,-1.00,23.40
"19003901",17.70,17.75,17.45,-1.00,19.50
"19003902",20.65,16.90,18.90,-1.00,16.15
"19003903",-1.00,-1.00,-1.00,24.75,23.00
"19003904",24.90,21.75,24.40,-1.00,21.25
"19003905",20.95,17.55,18.45,-1.00,16.80
"19003906",-1.00,-1.00,-1.00,23.25,-1.00
"19003907",-1.00,-1.00,-1.00,20.50,-1.00
"19003908",26.15,23.60,21.65,-1.00,23.60
"19003909",-1.00,-1.00,-1.00,22.00,25.20
"19003910",23.30,22.75,21.30,-1.00,23.00
"19003911",21.35,20.60,21.10,-1.00,21.85
"19003912",24.10,25.05,21.10,-1.00,22.30
"19003913",-1.00,-1.00,-1.00,23.00,-1.00
"19003914",-1.00,-1.00,-1.00,21.50,-1.00
"19003915",25.80,22.35,22.05,-1.00,22.60
"19003916",-1.00,-1.00,-1.00,24.00,22.20
"19003917",23.75,20.90,22.50,-1.00,22.40
"19003918",-1.00,-1.00,-1.00,24.00,23.20
"19003919",21.25,25.00,18.75,-1.00,23.00
"19003920",-1.00,-1.00,-1.00,22.75,-1.00
"19003921",15.35,17.70,15.35,-1.00,21.70
"19003922",-1.00,-1.00,-1.00,22.75,21.45
"19003923",22.20,19.70,19.95,-1.00,21.45
"19003924",-1.00,-1.00,-1.00,26.00,24.85
"19003925",19.65,22.65,19.15,-1.00,21.90
"19003926",22.85,21.65,21.10,-1.00,23.15
"19003927",17.10,19.45,15.60,-1.00,20.95
"19003928",-1.00,-1.00,-1.00,20.50,-1.00
"19003929",-1.00,-1.00,-1.00,23.50,23.10
"19003930",21.30,20.60,20.55,-1.00,20.35
"19003931",-1.00,-1.00,-1.00,26.50,-1.00
"19003932",12.55,13.85,15.55,-1.00,17.35
"19003933",19.05,17.65,21.05,-1.00,18.40
"19003934",12.30,14.50,11.05,-1.00,18.50
"19003935",21.40,19.85,21.40,-1.00,20.35
"19003936",-1.00,-1.00,-1.00,23.75,-1.00
"19003937",18.30,19.50,18.80,-1.00,23.25
"19003938",17.05,16.60,16.80,-1.00,21.35
"19003939",18.40,16.95,19.15,-1.00,20.45
"19003940",-1.00,-1.00,-1.00,23.00,-1.00
"19003941",22.65,19.00,22.15,-1.00,20.25
"19003942",17.05,20.15,16.05,-1.00,21.65
"19003943",19.10,20.05,20.85,-1.00,21.30
"19003944",15.95,14.50,16.20,-1.00,16.75
"19003945",27.50,24.60,26.25,-1.00,24.35
"19003946",19.55,18.65,16.55,-1.00,19.65
"19003947",-1.00,-1.00,-1.00,23.00,23.65
"19003948",25.35,22.60,21.85,-1.00,20.60
"19003949",17.10,21.30,18.60,-1.00,24.80
"19003950",26.25,24.70,21.50,-1.00,21.70
"19003951",18.20,24.05,15.20,-1.00,22.80
"19003952",18.05,19.60,19.80,-1.00,21.85
"19003953",24.35,24.10,26.60,-1.00,25.35
